,tmb_text,negative,neutral,positive
1315,MSF NSW Mallee Research Update 2023 local land grdc NISVN Servic co Services,0.0,1.0,0.0
1316,MALLEE seeps dry How identify land saline fo,0.0,1.0,0.0
1317,ee SUSTAINABLE FARMING mall LOCKDOWN LOWDOWN CRRINIG video LSERIES 20 20 SPRNG video JSERES SPRINGVID AGAIN,0.144,0.856,0.0
1318,Chris McDonough nsighi Extension for Aqiculture Ston watcning Land saline ao fi Let's it Bring land back into production,0.0,1.0,0.0
1319,,0.0,1.0,0.0
1320,,0.0,1.0,0.0
1321,INDIE BABY LEAF R,0.0,1.0,0.0
1322,mesclita lettuce green coral,0.0,1.0,0.0
1323,KILAKIN f1 hybrid chinese ABBAG,0.0,1.0,0.0
1324,,0.0,1.0,0.0
1325,Fairbanks Seeds EL FURIO SPINACH F1,0.0,1.0,0.0
1326,Fairbanks Seeds MCLARENF1 BROCCOLI,0.0,1.0,0.0
1327,,0.0,1.0,0.0
1328,,0.0,1.0,0.0
1329,locky fl ichard baby leaf,0.0,1.0,0.0
1330,Fairbanks Seeds PUNGIF1 SPINACH,0.0,1.0,0.0
1331,,0.0,1.0,0.0
1332,red planet fl hybrid radish,0.0,1.0,0.0
1333,kremlin ft baby leat kalses,0.0,1.0,0.0
1334,Fairbanks Seeds MADISON OLAHF1 el & E 上1 (EI OLAH F1PREVIOUSLY KNOWN AS HALOF1) FL SPINACH,0.0,1.0,0.0
1335,future rocket wild,0.0,1.0,0.0
1336,,0.0,1.0,0.0
1337,TARWI ROCKE,0.0,1.0,0.0
1338,Fairbanks Seeds ICE HIELO LETTUCE ICEBERG s,0.0,1.0,0.0
1339,MAJESTIC EL F1 SPINACH BABYI FAF,0.0,1.0,0.0
1340,,0.0,1.0,0.0
1341,What Happened To? bitconnect,0.0,1.0,0.0
1342,Andrew Tate Said Buy Crypto Now,0.0,1.0,0.0
1343,Brian Armstrong Selling Coinbase Stocks!,0.0,1.0,0.0
1344,"What is Shiba Inu erczo Eihereum loken dhich ses a based a dexs ecentralized exchanges and used in de inance deed applications Ethere a allow be which it to ken, Mhicr al lecentralized nd de in",0.0,0.944,0.056
1345,snp moncycndt This Man Changed History 22 2010 hanyece when laszlo y d progranr blcoin posted 5 message lonum ollering d on d excnanqa tor mwo pazzas laszlo Hannak uner 22 ey v a programn d,0.0,1.0,0.0
1346,Vs coinbase,0.0,1.0,0.0
1347,CARDANO,0.0,1.0,0.0
1348,Portfolio Update 20,0.0,1.0,0.0
1349,SR IALFDIU sec,0.0,1.0,0.0
1350,SEC GOPVS win wil who BINANCE GEMINI coinbase US kraken,0.0,0.703,0.297
1351,Ron Desantis To Ban Crypto m Florida?,0.419,0.581,0.0
1352,JmoneyCrypto b,0.0,1.0,0.0
1353,The Bitcoin 4 Year Cycle,0.0,1.0,0.0
1354,Portfolio Update Week 8,0.0,1.0,0.0
1355,Portfolio Update Week 13,0.0,1.0,0.0
1356,WHAT IS ETHEREUM,0.0,1.0,0.0
1357,CAPAUORAS PAPAJOHNS,0.0,1.0,0.0
1358,what is everage Trading B,0.0,1.0,0.0
1359,TEATHER VS USDC $ 干,0.0,1.0,0.0
1360,80 INTERIOR,0.0,1.0,0.0
1361,arium oort,0.0,1.0,0.0
1362,por GAndrews ascipors org,0.0,1.0,0.0
1363,l ove Moe aoe  s aulyear auyear througy cipor stansbic suric stephanie meason port,0.0,1.0,0.0
1364,,0.0,1.0,0.0
1365,SC port DISCOVERY CENTER e IMAX INTRIGUE Home Activity Air and Flight: Hoopster,0.0,1.0,0.0
1366,porT Activity PoP Storytime 8 his is NOT that Kinc OT Book Education papai with Program: and Manager lou,0.0,1.0,0.0
1367,SC1 port imax oltslons dr INTRIGUE discoyeky dome,0.0,1.0,0.0
1368,Searching Live View From Sci-Port's Observatory Averet for Sunspots! nasas data trom solar Dynamics Dbservato,0.0,0.854,0.146
1369,Data NASA'S Solar dynam from nICS Observatory,0.0,1.0,0.0
1370,SCI port DISCOVERY s CENTER IMAX INTRIGUE Home Activity Glider Air and Flight: Foar,0.0,1.0,0.0
1371,,0.0,1.0,0.0
1372,STARS sciOport,0.0,1.0,0.0
1373,SC port CENTEF,0.0,1.0,0.0
1374,port Storytime Activity PoP 8 Birthday Earth Happy Day papal with programs and Education Manager 10,0.0,0.791,0.209
1375,NASA's Data from Solar Dynamics Observatory,0.0,0.704,0.296
1376,Searching Live View From ren Sci-Port's avetett Observatory for Sunspots! data trom nasas solar Dynamics Observator,0.0,0.862,0.138
1377,NASA's Data from Solar dynam iics Observatory aie ord oslee,0.0,1.0,0.0
1378,SCI SC1 port is e DISCOVERY CENTER Activity: Home Life Iree My as a with floor Kenneth smith Manager,0.0,1.0,0.0
1379,Searching Live View From Sci-Port's averrett ODSBN for Sunspots! data trom nasas solar dynamics Observator,0.0,0.854,0.146
1380,10 11,0.0,1.0,0.0
1381,,0.0,1.0,0.0
1382,,0.0,1.0,0.0
1383,2 B,0.0,1.0,0.0
1384,2,0.0,1.0,0.0
1385,,0.0,1.0,0.0
1386,,0.0,1.0,0.0
1387,UL D14 DOOR DOOR OPEN CLOSE,0.0,1.0,0.0
1388,3eD FLoOR LOLKED,0.0,1.0,0.0
1389,2,0.0,1.0,0.0
1390,*1 1R,0.0,1.0,0.0
1391,,0.0,1.0,0.0
1392,O,0.0,1.0,0.0
1393,B SB,0.0,1.0,0.0
1394,OTIS ELEVATORHO,0.0,1.0,0.0
1395,ELEVATORB3,0.0,1.0,0.0
1396,,0.0,1.0,0.0
1397,,0.0,1.0,0.0
1398,,0.0,1.0,0.0
1399,,0.0,1.0,0.0
1400,5 anune relief DATCL foster ames,0.0,0.563,0.437
1401,,0.0,1.0,0.0
1402,,0.0,1.0,0.0
1403,TUNING ELEMENT,0.0,1.0,0.0
1404,TUNING My RELIELF FROM Carpal Tunnel & Back Pain,0.32,0.68,0.0
1405,,0.0,1.0,0.0
1406,Elen Tuning lt my Maciejcz Jana B Therapet aro pnuloy,0.0,1.0,0.0
1407,Question: What do know about you ctuning it Element company) as a,0.0,1.0,0.0
1408,TUNING ELEMENT HYDRATE BETTER!,0.0,0.484,0.516
1409,,0.0,1.0,0.0
1410,TUNING,0.0,1.0,0.0
1411,,0.0,1.0,0.0
1412,HOWWILLMY BODYREACT?,0.0,1.0,0.0
1413,mes iins,0.0,1.0,0.0
1414,INSTANT RECOVERY BOOST 5MINUTE RELIEFPATN,0.0,0.597,0.403
1415,3 TUNING ELEMENT STRONGER?,0.0,0.435,0.565
1416,tuning RESULTS? How long does it take till the works? product,0.0,1.0,0.0
1417,,0.0,1.0,0.0
1418,,0.0,1.0,0.0
1419,SUPPORT PAIN RELIEF,0.363,0.0,0.637
1420,"pam 65S4 a"" Mm LOGIX",0.0,1.0,0.0
1421,AI ls mosc AI cting almost s ind all all industr see c hife ie iob ro idable,0.0,1.0,0.0
1422,nad tst ormal nadoe ather Toolo nia TOCUG naden bat kolfocus nos be more volce fas giculing do d red,0.0,1.0,0.0
1423,Bei oud does cloud Bemg d che d cilce 106 ouo not teun s sy dr pro y res re RIBE ART,0.0,1.0,0.0
1424,PCSN,0.0,1.0,0.0
1425,味,0.0,1.0,0.0
1426,SUBSCRIBE,0.0,1.0,0.0
1427,pesn poroitinaet clasoloions ser,0.0,1.0,0.0
1428,色,0.0,1.0,0.0
1429,centraliced services VCTO project NcfAamu ouppor+,0.0,1.0,0.0
1430,pcsn oe pc Solutions Nlo PEEI DIE.,0.409,0.441,0.15
1431,PCSN po solmtions net PC.Solutions. Net,0.419,0.581,0.0
1432,,0.0,1.0,0.0
1433,,0.0,1.0,0.0
1434,"AI m cally AI, specifically more Chat magical ChatGPT is gical but.",0.0,1.0,0.0
1435,pcsolutionsnet,0.0,1.0,0.0
1436,SN How oriso enterpris how can s tid right he m partner. PEER OR DIE,0.279,0.721,0.0
1437,Why nake Why doesn t t make ser to neth sen go th pesi M57 PEER OR DlI,0.0,1.0,0.0
1438,https://bit.ly/3ioLcZ4,0.0,1.0,0.0
1439,uned toetlloed,0.0,1.0,0.0
1440,Jeff Bickerstaff For Mayor #WeAreSachseStrong,0.0,1.0,0.0
1441,Major Winter Storm Today font wort rx st aa cl don pproximate tlming of snow sunday heavy forecast snowfall loamto izpm 2pm lapm to zpm apn ro to spm pa mostly likely sdowtal 1 below be he chrea snd g15 tening ro pcople zero,0.0,1.0,0.0
1442,MUSIC EOR AL BANDS OF AMERICA JOINYNG US! ANNOUNCER BOA CHALLENGE Vote for marching musicforall. org/joiningus at me,0.0,0.88,0.12
1443,fort wo 0-108 hune 1 20234 lssued Gainesville Paris souaued dfw canton canton Waco ated aong showers atered and Killeen dested by gnis this econe o srane,0.0,1.0,0.0
1444,Thunderstorm Watch Severe ollk ca Fort Worth TX 16 000 odpm cot tog severe Thunderstorm a watchis in the shaded unt cffect tfo areas sh ccas udel slou 51 am Wednesda sbord Denton Conditions favorable for are sccne storms threats Dallas vorch fort Damaging iade to up gisco 7 mph tephenville larze hal lsolated to up possible Hamilton moxia pa csin a tornado nwo possible or edpie stay awarel meauher 日 should prepared t ac warming a be iwed lor location your WsFontWor,0.124,0.747,0.129
1445,1304 WEATHER STREAM oaoel,0.0,1.0,0.0
1446,,0.0,1.0,0.0
1447,"Tuesday ollk foa Fort Worth, T sp15 7020 1725 cot 820 a slight chance of showers central and west 81 DOA acksbo partly with highs in sunny 880 88 the 80s 05 Llabt north tonortheas 81 winds 82 von Circo gpnenvn 87 849 81 2010 05 awstot worth",0.075,0.764,0.16
1448,Additional Rainfall Accumulation Forecast olls foacanr Fort Worth TX Throuah thursday moming flooding g Elach flooding possible 0 tono dssam cot 电 rainfall occumulations upwards of5 inches primarily areas ran along and south ofl 20 wit 51 115 lesser amouns lo the north Sher ma paris soils already saturated from are 1 05 poring 1-1.5 flashfloo previous rainfall of the over most Aoditona aintall region acksboro denton o quickly ikely ano nun cause gre looding ssues flash flood 1154157 walch AFleel Fleed watchl has been wort much north teras issued Ifo of 115 25 flash flood induding DallaS/FO worth tne watch arca Thi watch effect is in through thursday morning Turn Around Don' HOODN Drown wsfot wor t,0.031,0.91,0.059
1449,3296 Weather STREAMING Weather Update Severe Starting Soon www.sachseweather. com,0.224,0.776,0.0
1450,live aco b WEATHER UPDATE STARTING SOON,0.0,1.0,0.0
1451,,0.0,1.0,0.0
1452,BACON peofis Weather Forecast Severe Storms Possible,0.302,0.698,0.0
1453,WEATHER FAMTLY LFE l,0.0,1.0,0.0
1454,,0.0,1.0,0.0
1455,上 TOTAL YOUTUBE SUBSCRIE size,0.0,1.0,0.0
1456,1304 WEATHER STREAM llooe sa ade pltes e es slse owtoole sue optons bte ou 12 soun ga1 5 dil aneoe noon ed lse es un iner naten 10.:9 .1:33pm be leod,0.0,1.0,0.0
1457,1304 WEATHER STREAM 10 cuod mph. Forecast with hioh hlah 10 Today's Sunny 100 heat iodex ialoe d dear as as,0.0,0.769,0.231
1458,to watching thanks,0.0,0.408,0.592
1459,,0.0,1.0,0.0
1460,,0.0,1.0,0.0
1461,ammo Bo FaradayCag peul romes caee moo icatona pegeos nudde srad fue talel sas geanet fnt dgal l cotouo o chang bis unound lid snei ded sue fubber seo ue ol onurne canl ony agnorad sudde scal eam iin cranl uroe bac sate lo sendly il tou ggae o bud ste sn cha on r see conly ilgn caudoend nicd phona bed lo somam epensra tu tollg or um npontan eed somames ooma stole discnatye roma nsulalnn dgaccar pecred ulecce islg u con 059 1h b0  in vacuum l can seal tr gamion storage,0.0,1.0,0.0
1462,,0.0,1.0,0.0
1463,,0.0,1.0,0.0
1464,,0.0,1.0,0.0
1465,,0.0,1.0,0.0
1466,lonaus ges re EGR syelem l 087.Fero61V628,0.0,1.0,0.0
1467,,0.0,1.0,0.0
1468,,0.0,1.0,0.0
1469,,0.0,1.0,0.0
1470,,0.0,1.0,0.0
1471,,0.0,1.0,0.0
1472,10 MINUTES to GO TIL SHOWTIME,0.0,1.0,0.0
1473,olsasler Pre gore alngr Sbeltar concent,0.0,1.0,0.0
1474,sruss,0.0,1.0,0.0
1475,Clacclo RockerLauncl Control LRonol dome eseney pye ote coees engibe igeter tnst tld sult llor edafl ep red HC yeltow O guen igla red sioet starus relos open gaeel fo loel an fert rantd stitch ver pushoutiod ttn dratane o te cale,0.0,1.0,0.0
1476,einDefectbetecbonStatio,0.0,1.0,0.0
1477,,0.0,1.0,0.0
1478,ScaleSpeed MPHorkm/h,0.0,1.0,0.0
1479,,0.0,1.0,0.0
1480,,0.0,1.0,0.0
1481,,0.0,1.0,0.0
1482,BIEGURNU,0.0,1.0,0.0
1483,,0.0,1.0,0.0
1484,,0.0,1.0,0.0
1485,lugier ie can iia vil ditan oare h,0.0,1.0,0.0
1486,bortianoed my ballt,0.0,1.0,0.0
1487,,0.0,1.0,0.0
1488,,0.0,1.0,0.0
1489,,0.0,1.0,0.0
1490,,0.0,1.0,0.0
1491,,0.0,1.0,0.0
1492,,0.0,1.0,0.0
1493,christophe,0.0,1.0,0.0
1494,,0.0,1.0,0.0
1495,cfd conne dral t ura Cochlear Implant Hacy heanre Uses electrodes electronically tc the stimulate that the nerves brain then nterpret into sounds required An operation is insert tc internal parts,0.045,0.895,0.061
1496,,0.0,1.0,0.0
1497,,0.0,1.0,0.0
1498,,0.0,1.0,0.0
1499,,0.0,1.0,0.0
1500,,0.0,1.0,0.0
1501,,0.0,1.0,0.0
1502,dry asphalt lce on s Video 07192013 in 92 degree heat taken or,0.0,1.0,0.0
1503,of the list i n table cmd salot lagle salpting T t nonedstan ginves breakdov d of h list gies brealdonn ol ine listin attempting list lo non nastant char ue entire soeen do der uhe scain anonm nese te sre names ot duement uhe apelication run of dit s AN copy move fie remoye rename ale files used to oele clps lmtn ns muhoumase ltlny nl amun puss nen o ine coatent ghe itcan copy nslde pipes,0.0,1.0,0.0
1504,,0.0,1.0,0.0
1505,,0.0,1.0,0.0
1506,,0.0,1.0,0.0
1507,(intel) REALSENSE,0.0,1.0,0.0
1508,PowerShell Welcome Hel to,0.0,0.5,0.5
1509,the now Basics to on ReActivate touch a Windows in screen,0.0,1.0,0.0
1510,,0.0,1.0,0.0
1511,Setting Up Outline,0.0,1.0,0.0
1512,aefrex Lonnect Please lo Now! Internet the doour cause is ba ehit you software Ctor tou sed 日01comne connected he intornet cr o has no bean 7 no dean necingw s th software allow Reconnecting will 7 davs soft ar miththecoud wa llr SVDE service aod will reactivate th cloud il lo days to se call vour plosco have gueslons yo abr ok0 A uistrator Network BMUE,0.0,0.928,0.072
1513,los conceptos basicos como sobre reactivar pantalla gna tactil,0.0,1.0,0.0
1514,,0.0,1.0,0.0
1515,Main 01 At the screen iStep software the select gold the icon on right upper corner. feel great feet! our on Remove iSten shoes on etand o heoin or ocan,0.0,0.864,0.136
1516,dak rs Debian 12 Setup Adding Part 4 a Backport Repository,0.0,1.0,0.0
1517,upgrading eamvlewe lcater vOur,0.0,1.0,0.0
1518,En la pantalla principal del software iStep. icono seleccione e dorado 1 er esquina superior derecha feel feet! great on your iCtor Remove shoes anc stand heoin on o scan,0.0,0.76,0.24
1519,,0.0,1.0,0.0
1520,,0.0,1.0,0.0
1521,,0.0,1.0,0.0
1522,,0.0,1.0,0.0
1523,,0.0,1.0,0.0
1524,AMC55,0.0,1.0,0.0
1525,,0.0,1.0,0.0
1526,,0.0,1.0,0.0
1527,,0.0,1.0,0.0
1528,,0.0,1.0,0.0
1529,,0.0,1.0,0.0
1530,,0.0,1.0,0.0
1531,,0.0,1.0,0.0
1532,LUBRICATION,0.0,1.0,0.0
1533,,0.0,1.0,0.0
1534,DISCUNNEHT POWER BEFORE SERVIC LUBRICATION CHART,0.0,1.0,0.0
1535,,0.0,1.0,0.0
1536,,0.0,1.0,0.0
1537,,0.0,1.0,0.0
1538,,0.0,1.0,0.0
1539,,0.0,1.0,0.0
1540,,0.0,1.0,0.0
1541,48V Battery b Build! EPBCH25P EPBCH25P 13S 18650's s4p,0.0,1.0,0.0
1542,iced ADE china,0.0,1.0,0.0
1543,"This fine, is",0.0,0.526,0.474
1544,,0.0,1.0,0.0
1545,DEMODAY,0.0,1.0,0.0
1546,Guide T Backer Programming s Th BBSHD BBSoa s,0.0,1.0,0.0
1547,KLX250s Rebuild Fork special reguired No tools,0.222,0.505,0.273
1548,Broken,1.0,0.0,0.0
1549,,0.0,1.0,0.0
1550,gmilz ITTARIA TMAJA3238,0.0,1.0,0.0
1551,Views! Amazing,0.0,0.196,0.804
1552,NOT,0.0,1.0,0.0
1553,,0.0,1.0,0.0
1554,,0.0,1.0,0.0
1555,,0.0,1.0,0.0
1556,YOURSELVES BRACE BLACK FRIDAYIS COMING,0.0,1.0,0.0
1557,according 0 ORL WORLD RL EFF,0.0,1.0,0.0
1558,,0.0,1.0,0.0
1559,,0.0,1.0,0.0
1560,THIS ARVELOUS PRODUCT USED RV ADELE IS a REVOLUTIONART new weight LOSS PRODUCT THAT HELDS,0.189,0.811,0.0
1561,,0.0,1.0,0.0
1562,Hello Discover Everyone how Thousands of Mer,0.0,1.0,0.0
1563,PROVENVDEO Bur BellyFaf Fast ittp://bit.ly/1dw RhOc,0.0,1.0,0.0
1564,COMMISSIO,0.0,1.0,0.0
1565,"$10,256.42+ A MONTH",0.0,1.0,0.0
1566,% 100 DFY,0.0,1.0,0.0
1567,10 PROFIT SITES PRTES XPRTFEIS 10X,0.0,0.579,0.421
1568,Fully-automated softw,0.0,1.0,0.0
1569,edupay duoo edupay edupay,0.0,1.0,0.0
1570,DISCOVER How Built 7-Figure i a Business Since Surviving My Final Suicide Attempt MAKE SURE YOUR RE ON AND CLICK DLAY ooonen,0.168,0.636,0.196
1571,Software Best SEO eatures Get unlimited Backlinks downlond oay free na captche solver induded nedton Posts sodal best seo sottware COIV jow INJAZATIL social neltonk poses social Bookmarkir ocad Oirectorie web dinectonies releases rss snd much more allofthese features INGLESoR ery se white seo dod 100 h hat gnce ns c 7DAYS TRIAL Download NOW t njazaticom,0.0,0.813,0.187
1572,SUPERSEOPLUS COM where were going to Trololutce er SF doses super SEO plus to yoU,0.0,0.782,0.218
1573,Truth Biofit,0.0,0.303,0.697
1574,S30K SPER MONTH,0.0,1.0,0.0
1575,Cuery Hello,0.0,1.0,0.0
1576,,0.0,1.0,0.0
1577,ccling ts wbiee jeer,0.0,1.0,0.0
1578,binp mnuas dmaemney uer int oss sll nchs,0.0,1.0,0.0
1579,,0.0,1.0,0.0
1580,Whe d this Whe did Apple do this oochaddictul,0.0,1.0,0.0
1581,,0.0,1.0,0.0
1582,eci clean kit 13 up,0.0,0.597,0.403
1583,GTABNIFOED ANFORY,0.0,1.0,0.0
1584,mini 2 DJL Stadium Park/ Molineux West,0.0,1.0,0.0
1585,Anker 65W Charger,0.0,1.0,0.0
1586,?,0.0,1.0,0.0
1587,BUDGET TECH lech TECH UK,0.0,1.0,0.0
1588,GIGARYTE only draw,0.0,1.0,0.0
1589,"mini 2 DJI Baggeridge Country Park, UK",0.0,1.0,0.0
1590,,0.0,1.0,0.0
1591,Mini 2 DJL Night Flight est,0.0,1.0,0.0
1592,,0.0,1.0,0.0
1593,Wla bags toc many ochabaens,0.0,1.0,0.0
1594,BECOME PRO a PILOT!,0.0,1.0,0.0
1595,X,0.0,1.0,0.0
1596,WTAR,0.0,1.0,0.0
1597,TECH ADDIGT UK,0.0,1.0,0.0
1598,OCEANHORN df KNIGHT of lost BEA the Walkthrough Part 1,0.223,0.777,0.0
1599,motion Relaxing slow footage,0.0,0.484,0.516
