,vidid,title_text,title_length,tmb_text,tmb_length,composite_sentiment
635,c7lpsiJd-Qw,"MRTV LIVE #43: Nintendo Switch VR, Audica Review, Apple AR Glasses, Valve Lay Offs - Q&A Session",96,aB,2,0.0
636,7GRnuNYfOeQ,The Future Of MRTV - Livestream - Q & A,39,MO,2,0.0765
637,DH4ekS7_VG8,VR For Business: Inflight VR - Enjoy VR In The Air - Interview With Co-Founder Nikolas Jaeger,93,Inflight VR,11,-0.1065
638,2LvppnvRkcM,Leia Lume Pad 2 Giveaway - And The Winner Is...,47,LUME PAD2 GIVEAWAY,18,0.176
639,lmLdyB2vKM8,MRTV SPRINT VECTOR OLYMPIC CHALLENGE: DAY 6 - SEB VS LAMBO - THE GLOVES ARE OFF !!!,83,vegl SV OLYMPICS: DAYG SEB VS LAMBO GLOVES OFF s,48,0.0915
640,lAW5fqkL-Fo,How to start Bitcoin mining for beginners (SUPER EASY) - ULTIMATE GUIDE (2021),78,BITCOIN HOW mine to B INSTANT MONEY,35,0.0
641,wXQYw7ChXM8,BEST MICROPHONE FOR GAMING? - RAZER SEIREN X REVIEW,51,RNE 三R,6,0.206
642,yTGiEKNVnk4,Razer Ripsaw HD Review - Streaming Made Easy,44,RIPSAW,6,0.163
643,IhSkZxWvO3M,Get This Instead Of RTX 3070 - Gigabyte Gaming OC Pro RTX 3060 Ti,65,RTX 3060 T RT,13,0.0
644,6MyUnwxmzpU,$2300 RGB Overflow Gaming PC Build,34,$2300 RGB OVERFLOW,18,0.0
645,-EGJko2x06M,Is It Good Enough For A i9 11900K?? - ASUS ROG STRIX Z590-E GAMING WIFI,71,回 ame intel intel. Z590 CORe 9,30,0.107
646,M6o85L7hIPU,ASUS ROG STRIX B760-F + i7 13700K Review,40,COR B760 FURY,13,-0.2335
647,qaqkgPeprTM,Stupid or Profit? - Mining Ethereum On $5000 Gaming Laptop,58,品开 WEDJTTECH REBELEEBH REBELDEON T 38E,38,-0.125
648,I29D_bEoeUM,Asus ROG Z490 Maximus XII Formula Unboxing,42,MaximusXil Formula Z490,23,0.0
649,FdxrQxCxz9I,Did Cooler Master Hit The Jackpot? - MM830 Review,49,MM830 WDTO,10,-0.1285
650,KWGaYwRmEA8,THUNDERBOLT 4 ON AMD is now a thing - Asus ProArt B550 Creator,62,THUNDERBOLT4 FOR AMD,20,0.0
651,Fc6d0eL94uo,R55 000 ($3500) Custom Water Cooled PC Build,44,nan,0,0.0
652,BzLi1YiYtnU,The Fastest Memory I Have Ever Used - Aorus RGB 4800MHz,55,nan,0,0.0
653,BYPWCe9Q6ag,I Guess I Was Wrong - HIT or MISS,33,nan,0,-0.2095
654,yPReuN_brOE,Did you know this about ASUS? #medicaltech #pcgamer #asus #shorts,65,nan,0,0.133
655,3lHkGtagE68,NVIDIA Takes On DirectStorage,29,证 MP500 CORSAR BAM RTX3080,26,0.0
656,kQh_WCEyNrA,How cool is this? Virtual production ALMOST small enough for your home office! #msi #computex2023,97,nan,0,0.2145
657,Fwl1HtQ-OD8,What's In My Bag | Computex 2019,32,WHAT'SIN MY BAG COMPUTEX TAIPEI,31,-0.2295
658,0sONa5L20XI,The Falcon 9 Of SSDs - Sabrent Rocket PCIe 4 NVMe SSD,53,nan,0,0.0
659,-agZ9BRCjbI,The end of this video is Chaos😂 #apple #wwdc23 #visionpro #ios17 #shorts,72,VisionPro 3499,14,0.0
660,9x6yOwR7lSk,What is ERP Software? Here is everything you need to know.,58,IS WHAT ERP SOFTWARE?,21,0.0
661,wkrexnjF2Hk,What Is ServiceNow Software?,28,independent Read more ano in reviews rankings the digital Transformation Report. see linkin bio my Reac dent,108,0.0
662,SgcSzihDonM,"How to Estimate Your ERP / HCM Implementation Time, Duration, and Project Plan",78,ESTIMATE YOUR IMPLEMENTATION TIMELINE,37,0.0
663,XB65-hz-RkQ,What is a Chief Information Officer? What Is the Role of a CIO?,63,WHATIS A CIO?,13,-0.1155
664,fNezoTg7H8A,How to Upgrade from SAP ECC (or R/3) to an SAP S/4HANA Implementation,69,UPGRADE HOW to SAP ECC TO S4HANA,32,0.0
665,ZgtbvYOFDgQ,Human Capital and Organizational Change Management: Keys To Transformation in the 2020s,87,HCM OCM l #1CURE UNCERTAINTY FOR,32,-0.365
666,e5vzTMVfAfw,"Podcast Ep.4: eCommerce Client Case Study, Lessons from Transformation Failure, ERP Systems We Love",99,PODCAST EPISODE #4 ECOMMERCE client CASE study FAILURE LESSONS RINS from ERP SYSTEMS we LOVE,92,0.04350000000000001
667,kwRpo-ewQrs,Five Hidden Truths About Digital Transformations [What Software Vendors Won’t Tell You],87,DIRTY ae little SECRETS DIGITAL in TRANSFORMATIONS,50,-0.2885
668,mZF9Xg8ets0,Digitization in 2025 and Beyond: Key Trends in Enterprise Technology,68,DIGTIZATION in 2025 BEYOND: and TRENDS KEY in ENTERPRISE TECHNOLOGY,67,0.1155
669,fz4gqz-HDqU,"Podcast Ep52: Organizational Change and Culture During Transformation, What is Change Management?",97,PODCAST EPISODE #52 HOT OPI ORGANIZATIONAL CHANGE MANAGEMENT culture and ORGANIZATIONAI culture RANSFORMAUON in whatis change managementt,137,0.122
670,JjVgwEobULM,Intro to the Psychology of Digital Transformation and Organizational Change,75,PSYCHOLOGY THE DIGITAL OF TRANSFORMATION,40,-0.1895
671,OIjg_0Qs228,What Is a Digital Supply Chain?,31,Learn in digital free niore my ranstormatior reports seelink in bio my Leari Digital,84,0.101
672,v5pyPW35z00,How To Realize Digital Transformation Value and Return on Investment,68,The ROI Value and Realization 0f Digital Transformation,55,0.1275
673,-dPQJuvPQtE,People-First Strategies in Digital Transformation,49,PEOPLE-FIRST STRATEGIES DIGITAL in TRANSFORMATION,49,0.198
674,vrV7S3w1e94,"Podcast Ep115: Top 10 Tech Trends, Digital Strategy Theory vs Reality, Transformation in Education",98,PODCAST EPISODE #115 ENTERPRISE -TOP 10 TEC:F TRENDS -DIGITAL STRATEGY THEORY vs REALITY DIGITAL EDUCATION TRANSFORMATIO in,123,-0.0625
675,POTBFevHrq8,Preview Digital Stratosphere 2022 Virtual Conference - Live Speakers Q&A,72,TOSPHERE str STRATOSPHERE 2022 FEBRUARY8-10,43,0.079
676,OQfGZ6yGcYc,What are the Causes of Digital Transformation Failure vs Success? [Live Q&A Panel Discussion],93,DIGITAL TRANSFORMATION SUCCESS VS FAILURE,41,0.01999999999999999
677,DGkXa5HYoeQ,"Podcast Ep127: AI's New Beatles Music, Trends in Enterprise Tech Space, Life of a Jr Consultant",95,PODCAST EPISODE #127 afs ROLE CREATING MUSI in NEV BEATLES TRENDSIN ENTERPRISE TECHNOLOGY SPACE THE ajunior consultant LFE of,125,0.07
678,WmExjS1udbY,Pros and cons of standard vanilla vs. customized ERP software,61,"Customize a 20% soarwarer which 15 ihe bos sproagh ior deploying FD Other comi z10 vaole i no customization ar wen lmlind customuzat 5sx 283 votes pe customze much d requned ee de 305 coner boawl comment vbd oins 15 nenTEs epOS td tung like nsts mpred send 11,878 mpre view overwt majoriy ol 58%.381 hatthey thougu",314,0.023
679,gNTBKylVJZQ,Top 10 ERP Systems for Small Businesses | Best ERP Software for the SMB Market,78,s #6 s One SAP Business,23,0.1665
680,ZJZxiNxYLpc,Mass Vaccination in a Pandemic - Benefits versus Risks: Interview with Geert Vanden Bossche,91,Pandemic acenao in Mass a Benetits Risks versus Phc ander Bossche. Geer V Veion Interviews MMillan Bhilin dr McMillan Research Goort Vanden Bossche,147,-0.0305
681,TBInd2v-inE,Why is Omicron becoming more infectious in highly vaccinated regions?,69,white The recent by Geert paper Vanden Bossche the evolution on of pandemic MeMiian Research D Philip McMillan of Omicron Expiainco dr philip McMillar h ncss,157,0.0
682,U1pEtrEr2_s,"Truth behind the discovery of mRNA vaccines with Robert Malone MD, MS",69,behind truth the discovery of mrna vaccines Saturday sth june 2021 18:00 uk time a robert Malone ms mdi mmillan Research dr Dbilin McMillan,139,0.134
683,vouwmf2zWtA,Are there Long Term Health Risks associated with the Spike Protein?,67,MMilan Health Risks ofthe Research Spike Protein Saturday April 2023 18:00 UK time 1st a Dr Baig Mannan oachim Gerlach D Rhilin McMillan Pakistan Germany uk,156,-0.20350000000000001
684,42q5QrwCJ9o,Has Switzerland actually stopped the Covid vaccines?,52,000 SWITZERLAND RLAND STOPS COVID COVI IA e VACCINE! REALLY??,61,-0.2565
685,8PY3PM2-Fng,Universities in USA mandate Covid Vaccines,42,UNVERSII VACCINE MANDATES USA IN the,36,0.0
686,wrxcOoE1ngo,Thailand Myocarditis - Has enough research been done on covid vaccines in children?,83,THAILAND MYOCARDITIS RESEARCH Parents Must Watch This SUBSCRIBE,63,0.0
687,o2Y18P3TCjY,Long Covid Coalition International Conference - Collaboration to find solutions,79,VEJON CONFERENCES Covid Coalition Conference Long Saturday Both April ET LIK time 18:00 2022 @13:00 seeaner speaers d cana boane di mechog on elenle dr leo orand soun alfca o PANELISTS,184,0.0
688,6ETRxCJFxA8,Did large crowds at the World Cup in Qatar contribute to Excess Deaths?,71,CROWDS DID s AT WORLD CUP EXCESS LEAD TO DEATHS SUBSCRIBE,57,0.0
689,IBrL8J95Dhs,Fauci pivots? Why would this happen?,36,MMillan The Missing Virology Research immunology in COVID-19 Smith PhD,70,-0.098
690,Cr7fYffMI-s,Divide and conquer through COVID-19,35,Divide and conquer through COVID-19 Philip McMillan Dr,54,0.0
691,uPNHESQA5Vo,Brain Atrophy,13,young old Dementia Brain Brain Brain,36,0.0
692,Z1o7f0vnKCY,How could High dose steroids fail in severe COVID-19? Conflict of Interest?,75,FAILURE OF HIGH STEROIDS! DOSE RECOVERY OXFORD TRIAL INCONCEIVABLE! SUBSCRIBE,77,-0.29600000000000004
693,WZBnoVVBay8,Don't Look UP! - How the movie relates to COVID-19 with Dr Philip McMillan,74,Auto in COVID-19 tLook don UP DR PHILIP MSMELA MAKING MEDICINE MAKE SENSE,73,0.0
694,HaucvIBQaHk,Are there man-made elements to the SARS-COV2 virus? Information everyone should know,84,The SARS-COV2 Patent QUESTIONS,30,0.0
695,5ye791rXo5U,Innovative Long COVID Solutions - International Conference,58,VEJON CONFERENCES Innovative COVID Solutions ong Saturday 24thJuly K lime 2021 a 17:00 dr buce panerson dr auntlle ollringa Netherlands shanna cheily dr rolinsen da rim usa souh aisa bodie or neil or olin abules prol brust uhe,226,0.327
696,WJzCT7DHvJk,Registration now open for Post Vax/Long Covid Congress,54,"Covid Post Vax/Long Congress Saturday Sunday 26th 8 27th August, 2023 18:00 UK time ? Presenters COALITION LOM covid or hude mecaon jogalne derien dr snocad cltoy dr or worndn bag ornes pen ocano broin o eoon fraalet ro eend plo wd wacoln piall aoie roose cinn cnanes ringy tba",277,0.037
697,Pl1fb_itvNo,COVID-19 - Theory of autoimmunity to ACE2,41,COVID-19 ofautoimmunity Theory ACE2 to D Philin McMillan neil Rodio Prof Uhal Bruce,83,0.0
698,F402YMqrrHE,Can dementia be reversed?,25,Vejon,5,0.0
699,rSDpBWTJMUw,Please do not forget me,23,Relationships often change when someone has dementia TEDNHEALT com MESSA fon DETAUS Vejon,89,0.2845
700,y6ipdGIpaag,"What's GUARANTEED TO HAPPEN around March 7th, 2023 ⚡ Energy Forecast from a Geophysicist",88,a GRAND OCCUR MAHCF zth will 3 DAYS t Magnetic Reconnection events Cycle Solar 2 PLASMA Spring tride c lithospheric loading solar flux Extreme Magnetotai catn the = Moon netotaii schuman anomolous,196,0.14500000000000002
701,sf8RkqPVxAk,ONE-TWO PUNCH Geomagnetic Storm headed to Earth 👊,49,CME SUN EARTH BRACEFOR IMPACT CHHSS,35,0.0
702,EG1uD75LPaM,Earth's energy/frequency changes after extreme Space Weather ⚡,62,HIGHER SCHUMANN POTENTIALS PRECIPITATION ELECTRON GEOMAGNETIC STORMS ARE BECOMING MORE FREOUENT OZONE DESTRUCTION STRONGER uv light,131,-0.0445
703,wkdHH_OmQq8,Geomagnetic storms + Planetary Geometry = We're about to find out,65,PLUTO SCHUMANN BURSTS! SATURN EARTHOUAKES!! EARTH CRITICAL /ENUS ENERGY MERCURY SUN mars ALERT t july 21-23,107,0.08299999999999999
704,OfiETPFpfho,This changes EVERYTHING 💦 WATER Energy Resonance and Infusion Complete Guide,76,WATER ucning water wine into turning into wine NERGY QUANTUM INFUSION DYNAMICS,78,0.197
705,svkxbBWs7nM,Do You Know about the Schumann Resonances?,42,FOUNDATIONAL MODE: 7 83 Hz 0.5 te,33,0.159
706,DqnsKjq9AHI,Is CERN Spiking the Schumann Resonances?,40,IS.CERN POWER SPIKES! CHANGING EARTH?,37,0.096
707,VpnxLg97BAE,GUT HEALTH and ELECTROMAGNETIC FIELDS - begin healing today,59,POWER grid SCHUMANN RESONANGE digestive IGES digestive rhythms HEALTH GUT 8l EMFS COMPLETE GUIDE,96,0.0
708,XLiHqSUWNDk,Expect Stronger Schumann Resonances in the Future,49,124.5 Hz AWAKENS,16,0.151
709,aKeP04Ag8A8,Schumann Resonance Diurnal Variations,37,SCHUMANN RESONANCE MASTERGUIDE,30,0.1665
710,jRL0DiS1QtI,The infinite green onion hack 😲,31,nan,0,0.0
711,uu8jhWHTqhs,STOP LIVING INSULATED for your best Health and Potential,56,INSULATION IKILLS MAGNETISM ANXIETY DEPRESSION FEAR,51,-0.3705
712,PE5zJ-9iEms,The Holographic Theory of Consciousness will Blow your Mind,59,CONSCIOUSNESS is EVERYWHERE Including Yours westca Bioelectricity Series Part 1,79,0.0
713,VKk5InnxFes,How geomagnetic storms energize Earth's ionosphere,50,do Ionosp ntials before Ionospheric Potentials ter a /during/after a G4! Geomagne tio storm G4 s ge aunue,105,0.1915
714,KMXj2LrQSZU,The HEALING POWER of BIOMAGNETISM with Lynn McCarthy | Stefan Burns Live #1,75,STEFAN BURNS live BIOMAGNETIC THERAPY #1 McCarth lynn with,58,0.0
715,o3zU1lf_DL4,Accessing the Global Information Field with Earthing - Brainwave Schumann Resonances,84,Schumanr lesonug mc bioelectric database a are 11 DOWNLOADS AWAIT you,69,0.096
716,jvxiGUmux5A,"YOGA for Circulating and Balancing Energy | Mudras, Fascia, and Ojas",68,YOGIS why edge have an and s NYONE can be one,45,0.0
717,ZWmQS98ua4M,Every Schumann Resonances Increase is Unique,44,FROM 9Amplitude! 39 SPACE OR EARTH?!,36,0.0
718,wDO-Wl4Ui4c,How Solar Magnetism is Disrupting Earth's Climate,49,300 SOLAR s CYCLE 20 e e lodsung lodsun 10 1750 INCREASING 2000 ENERGY,70,0.1105
719,Azzpz8FGuAI,3D GPR Work Portfolio - Stefan Burns,36,nan,0,0.0945
720,ViAb3vYIh_8,The Damage To Stage 0 After Starship’s First Launch,51,Pad Aftel math,14,-0.157
721,9aUdR9RyInA,Why Has Dream Chaser Been Under Development For Decades?,56,20Years,7,0.0
722,8HzxeW2Hw30,An In-Depth Look At The World's First Commercial Space Station,62,Axiom Station,13,0.1
723,YH7eGh7xc-0,Boeing’s Starliner Program Has Now Reached $1.1 Billion In Losses,65,New / Update,12,-0.0535
724,W2MMkkzv_x4,An Updated Look At Blue Origin’s BE-4 Engine,44,BE-4 Progress?,14,0.3685
725,1DEzdx3m6EY,ULA's Vulcan Has Finally Received Both BE-4 Engines For Its First Launch,72,BE-4s Del:,10,0.077
726,nLQhpGwT6Gw,Blue Origin’s Challenge With The Orbital Reef Space Station,59,Orbital Reef,12,0.126
727,YjQ5T0VVtLY,Rocket Lab Just Launched Its First Suborbital Rocket,52,First Launch m,14,0.0
728,CxZOZ80nnjQ,Significant Developments On Terran R’s Main Engines,51,New Update,10,0.1775
729,1M6rOn_YGdo,When Can We Expect The First Launch of Relativity Space's Terran 1 Rocket?,74,Launch  Date,12,0.0
730,8BZPy4s9kNs,NASA Is Still Trying To Finish SLS’s Wet Dress Rehearsal,56,SLS Compllications,18,0.0
731,2F47LxP14ds,SpaceX Is Developing A New EVA Spacesuit,40,Old New,7,0.0
732,wvMn7z3YSps,How Long Until NASA's Space Launch System Takes Off?,52,Update,6,0.0
733,AWLUEKuGLKU,Why Astra Cancelled Its Rocket 3 Line & What's Next,51,Cancelled,9,-0.355
734,qRUB48ZdcWQ,Behind The Scenes Of A Rocket Lab Launch,40,Launch Operations,17,0.0
735,1zMCEEdTuW0,What Exactly Went Wrong With Blue Origin’s Human Landing System,63,hls complications,17,0.0
736,LjVu3Hxg_bo,The Space Launch System Just Left LC-39B For Repairs,52,Needs Repairs,13,0.0
737,TI3Ew5rM8Ss,"Webb’s Continued Progress, Schedule, Future Milestones & More",61,Update,6,0.1185
738,nYNyI8F9n6M,Why NASA Is So Much Slower Than Private Space Companies,55,10Years 3Years,14,0.0
739,MJQhoaz3Rs8,Why Elon Wants To Build 100 Starships A Year,44,3 Flights Per Day?,18,0.0
740,lu0_lTXHICs,Ionospheric Heaters - How HAARP really works,44,nan,0,0.0
741,6-V0tqHjwHE,Ten Technologies to Own the Weather Today!,42,nrnounis ARTIFICAL matevien jim lee image by com lonospheric eales nrora arteoal 2 sounuoes rockets 93 miles oay lagcrs NOCTUCENT clou s cloud sceofal cloud loniter 5 miles urgon Shi tracke contail inese Cim 3 Mila cpes pollution eter 30k foct r econol,252,0.0
742,jHJgV6JQVd0,"Scientists Claim Contrails are ""Accidental Geoengineering""",58,nan,0,-0.103
743,Cv7S1VHT2Aw,"ClimateViewer 3D Tutorial - Live Earthquakes, Volcanoes, Fires, Satellites, and More!",85,LIIMAIIEVIEWEH 3d TUTORIAL CUMATEVIEWERORG,42,0.0
744,zxFhSk620dw,Jim Lee versus the EPA on Chemtrails,36,LUCIE JETTE SENIOF POLICY ADVISER us ENVIRONMENTAL PROTECTION EPA) AGENCY,73,0.1425
745,YT6YgF_Sams,Playing God With the Planet - The Ethics & Politics of Geoengineering,69,sustainable IVE,15,0.164
746,HN7YO7KojV8,CANCELLED! Bill Gates' Solar Geoengineering Experiment: SCoPEx,62,ualtles CANCELLED! Rill Gates Solar edergineer Xuermen SCOPEK will Wait while Sun Have tr block the to a,104,-0.309
747,N17fwxeBTWA,"Ship Tracks, Lightning Control, and Chaff!",42,nan,0,-0.131
748,HdEkZCO7K1c,Weather Warfare vs. Climate Change,34,CIA Are The Weathermen sant vs IRAN Slol OUR CLOUDS SRAE CLIMATEVIEWER.COM,74,-0.1775
749,tn8Ib5vlmZY,"Jim Lee on the John B. Wells Program, Caravan to Midnight Episode 592",69,ATEVLF com ORG 8/17/2016 RECORDED,33,0.0715
750,ADj9VoMVD7E,"Twitter, Vanguard, BlackRock & Censorship",41,Vanguard ss BLACKROCK BERKSHIRE hathaway nc STATE STREET Stanley morgan JPMIORGAN chast &Co BANKOF AMERICA PARAMETRIC Goldman WELLINGTON DODGE Cox s chs MANAGEMENT NORTHERN apital Gr 13139 3G Group CapitalKKR,208,0.0
751,0te8JEBYhVo,UN Geoengineering Research: One Atmosphere!,43,@climateviewer Atmosphere: One an independent Teview expert Solar Modification Radiation or research and deployment un envlronmen programme,139,0.0
752,JMYQKHb2ToA,22nd Conference on Planned and Inadvertent Weather Modification,63,22ND CONFERENCE ON PLANNED AND NADVERTEN WEATHER MODIEICATION boston conventiona nuary 2020 1,93,0.0
753,ZcDC7om3HaU,ClimateViewer Reports Daily Skywatch! Crazy Clouds and Wacky Weather,68,o alealeore d len,17,0.0
754,KDgMaIZsrmk,Vapor Trails 1948-1970 #CirrusCloudsMatter,42,Uhr tha lcasd tlae rgrrt rhe 旧 ecmmirals dalle rt Sm de faceeooe der dloco faceooe The Desert Empire's Daily Newspaper section D-1- springs Colifornie Seturdey jensary 1958 31 AF GIVES VILLAGE CHOICES 2 LIVE with TRAILS or MOVE,227,-0.2115
755,iXRV6mcZUbc,MIT Doctor Questions Official HAARP Narrative,45,clmate d lever map layers ass,29,-0.2335
756,dc6c6oWWr4U,HUGE Update to ClimateViewer Maps Coming Soon!,46,aan mops lonee AMAZING maps CLIMATEVIEWER.ORG,45,0.4165
757,v-_tEWCytwk,"Google Hangouts Sniping & YouTube Livestream Hijack, Channel Takedowns, and SJW Shenanigans",91,G0og eie GATN REAT TAGADA 114 16235 analyiss video aneder thi dd vlolates weve renoned ecalse t our Community Wuidel reloes ale lled viewthis vosles our Guidelines younl be able uidoe f z do fror nhen r to vien ollows emoved Thit perod to romeaw content tan YO aooeal decision unie removed this penod allows dor to ramew jon locide whethe wiel submit appeal you to an,367,0.0
758,RDBXTq-ah6o,Simulation results of unintentional aircraft-induced cloud clearing,67,100mins te Control NO-Latent Heating VS.,40,0.0
759,t649YjYzpiY,Climate Viewer News new show coming this Summer!,48,CLIMATEVIEWER COM o,19,0.0
760,n1fVyW3WNOI,"2006 Nissan Murano In-Depth Review At 100,000 miles",51,nan,0,0.0
761,UNsn7dt8QOM,Adding Touchscreen Functionality to The Windows 98 PC,53,nan,0,0.0
762,WD3ZFJbKIp0,I Got A 2004 iBook G4 in EXCELLENT condition!,45,nan,0,0.2205
763,GFx-tVM7orM,The Windows 98 Gaming PC Is Back!,33,wrindowsis,10,0.0
764,bcx6twUQOGY,"Refurbishing My 1950s Storm Windows (Why, and how?)",51,nan,0,0.0
765,pSNoQe0C7Ak,Apple CRT Monitor Disassembly; Preparing For Retrobrite,55,nan,0,0.0
766,6Yasv2X2IEc,RARE NOS Apple IIC RAM Expansion Install!,41,nan,0,0.0
767,_AoGNiiKbgQ,Macintosh LC III,16,LARRY SHAPEUP,13,0.0
768,scXp-qf-XsI,My Cheap Indoor Cineplex,24,nan,0,0.0
769,1Tky5s7gej8,Apple IIGS Woz 2,16,nan,0,0.0
770,x1Idh2fnWTQ,Build Your Own Jackintosh,25,nan,0,0.0
771,kDj6UBHN-mo,"In Memory of Chucky, My African Clawed Frog",43,nan,0,0.0
772,WwD0b0TmXag,How To Fix iMovie after 2012 Update,35,% 101Fnt Oor,12,0.0
773,eX1juuoI0PI,Bicycle Repair - 1999 Schwinn Sierra GS Comfort Bike,52,nan,0,0.1315
774,Hkm0yjdbCbs,All The Cars I've Owned - Episode 12 - 2006 Nissan Murano S AWD,63,2398020,7,0.0
775,39VtauqUWeM,"1923 16"" GE AOU ""Loop Handle"" Fan Restoration - Part 2 - Stator Removal & Blade Polishing",89,nan,0,0.0
776,EgIzDeC-Fto,"BBISHOPPCM Tours Los Angeles, Part 1",36,nan,0,0.0
777,7941RUH3KWY,ALWAYS use the right dishwashing detergent... and NEVER use too much! How to CLEAR he ASKO F10 error,100,nan,0,0.020500000000000004
778,W8MrW02tYSk,My Most Frivolous Repair EVER! - Replacing a floppy drive port on an Apple IIGS,79,nan,0,0.0
779,ZMd9R9Y20sU,How to FIX rattling windows in OLD WOODEN DOORS!,48,nan,0,0.0
780,FlMDvsRJPj4,Samsung Galaxy J7 2017 Review!,30,Galaxy J72017 NSUNG,19,0.0
781,ivYJDxXUfaY,Best Budget iPhone in 2018!,27,MO,2,0.2645
782,m5f-YROJunk,LG K51 Unboxing & Impressions!,30,K51 LG,6,0.211
783,Uz66ptmjptg,The Best Looking $80 Phone BLU Grand XL FULL Review!,52,BLU,3,0.242
784,u9sPLc07E60,OnePlus Nord N200 5G Exclusive Unboxing & Impressions!,54,N200 N200 N200 1 1,18,0.0
785,ENzKTuQpAlo,LG Stylo 5X Unboxing and Impressions!,37,DOOSI moblle 4:45 Unlimited Tak&Texl data Stylo5 1C,51,0.2915
786,vFMLr6gcvOY,Samsung Galaxy A01 Unboxing & Impressions!,42,"SAMSUNG 2:32 Thu,June25 A01",27,0.0
787,xsVkL25lcSw,Best Phone Under $100: LG K20 Plus Unboxing!,44,LGK20 LGK20 Plus metroPCS,25,0.1955
788,FGMBtEx4bxc,The All NEW Samsung Galaxy A13 5G Unboxing & Thoughts,53,GalaxyAi3 5G,12,0.0
789,lwaGO_0fXrw,Samsung Galaxy A20 Performance Test: Fast Phone For a $160!,59,Fastest 3:21 Mon July Phone under $160,38,0.0
790,_hzlDSfGWhc,Alcatel 3V Review: Not a lot of pros come with this one!,56,nan,0,0.0
791,3jaN-_wMjTk,Flagship VS Budget: Google Pixel 3 VS Samsung Galaxy J7 Refine!,63,J7 Refine,9,0.0
792,veHxj7q2HAs,"Samsung Galaxy S23, S23 Plus & S23 Ultra are they worth the upgrade?!",69,LEAKS,5,0.0
793,xiYI5PiUz8Y,Top 10 Budget Phones of 2018!,29,nan,0,0.0
794,yM_ZjBlBrGU,TCL Stylus 5G Unboxing & First look!,36,TCL,3,0.1425
795,F87sOW0v1RQ,Samsung Galaxy A53 Unboxing & Impressions!,42,galaxy A5 50,12,0.177
796,7L4JdhXPIVA,Canon Vixia HF R500 Camera Test!,32,nan,0,0.18
797,UrkYu5xjt3s,iPhone 13 Unboxing & Impressions: Different but not really!,59,nan,0,0.0995
798,Vac8ZXpG9hs,OnePlus 9 PRO: Main Features!,29,ee,2,0.0
799,qTtAkBMvGDI,Amazon Prime Air Gimmick or Not?!,33,amazon,6,0.6425
800,MKzzJ45_rtM,Linus Tech Tips Drama just got SO MUCH WORSE! #ltt,50,Oh. 1,5,-0.181
801,5Igyrnaa5LA,Are Apple Fans being unfair to Intel about M1 Apple Silicon?,60,M1 Sorry Intel,14,-0.3155
802,6ul6GBmDwkw,Introducing the MacBook    NOTHING?,35,introducing s MacBook M2,24,0.0
803,z6gxgemisXI,"Apple's M2 Mac Roadmap 2022 | Mac mini M2 MacBook Pro, Mac Pro, iMac, Mac Studio M2 Ultra",89,2022 RoadMap m2,15,0.0
804,D39pt6F45xw,"MacOS Mammoth, AirPods Max 2 and AirPods Pro 2",46,2,1,0.0985
805,0sepPNmg-SM,Is Apple's Mac Studio the Desktop answer to Air?,48,studio Mac Peek Derformance,27,0.0
