,vidid,title,tmblink,views,channelName,meanVpV
1181,aryvC7uEuz8,"Facebook, Instagram, WhatsApp Down!  Global outage - Here's why",https://i.ytimg.com/vi/aryvC7uEuz8/hqdefault.jpg,4367,Xact Cybersecurity,638.5335820895523
1182,ab-qLUJOGvc,Cybercrime Predictions For 2021,https://i.ytimg.com/vi/ab-qLUJOGvc/hqdefault.jpg,1032,Xact Cybersecurity,638.5335820895523
1183,H-LkrmYEq2g,Russian hackers leak stolen  employee data on the dark web,https://i.ytimg.com/vi/H-LkrmYEq2g/hqdefault.jpg,352,Xact Cybersecurity,638.5335820895523
1184,6gMt4Rf_hM0,Zero Trust Cybersecurity Explained,https://i.ytimg.com/vi/6gMt4Rf_hM0/hqdefault.jpg,208,Xact Cybersecurity,638.5335820895523
1185,_HKv5UKPqZs,Spartanburg in South  Carolina attacked by Ransomware,https://i.ytimg.com/vi/_HKv5UKPqZs/hqdefault.jpg,153,Xact Cybersecurity,638.5335820895523
1186,fEQGYJNTUuU,How a cybersecurity risk assessment helps your business,https://i.ytimg.com/vi/fEQGYJNTUuU/hqdefault.jpg,124,Xact Cybersecurity,638.5335820895523
1187,z9SRnc0OIFk,🛡️ mind-blowing Cybercrime FACTS 🚀,https://i.ytimg.com/vi/z9SRnc0OIFk/hqdefault.jpg,94,Xact Cybersecurity,638.5335820895523
1188,yX2xuLHFgC4,Benefits of MSSP,https://i.ytimg.com/vi/yX2xuLHFgC4/hqdefault.jpg,79,Xact Cybersecurity,638.5335820895523
1189,YHc0M-rjroQ,New AI Phishing is almost impossible to detect,https://i.ytimg.com/vi/YHc0M-rjroQ/hqdefault.jpg,62,Xact Cybersecurity,638.5335820895523
1190,umz7OXg4YZQ,how cybersecurity standards have gone HIGHER,https://i.ytimg.com/vi/umz7OXg4YZQ/hqdefault.jpg,52,Xact Cybersecurity,638.5335820895523
1191,GziybpAZRNk,MSSP can adapt to the changing needs of a business,https://i.ytimg.com/vi/GziybpAZRNk/hqdefault.jpg,41,Xact Cybersecurity,638.5335820895523
1192,YbeEKy6BwOo,🔒 Cybersecurity in the $10 Trillion Arena of Cybercrime! 💰,https://i.ytimg.com/vi/YbeEKy6BwOo/hqdefault.jpg,34,Xact Cybersecurity,638.5335820895523
1193,EsLnLh4RLUI,Guess Who's Business Got Hacked & Breached This Week?? [January 31 2020],https://i.ytimg.com/vi/EsLnLh4RLUI/hqdefault.jpg,29,Xact Cybersecurity,638.5335820895523
1194,-GNH5RqKMuI,how to conduct effective cybersecurity awareness training!,https://i.ytimg.com/vi/-GNH5RqKMuI/hqdefault.jpg,23,Xact Cybersecurity,638.5335820895523
1195,nIA6AWkuACM,Why do you need a solid Business Continuity Plan?,https://i.ytimg.com/vi/nIA6AWkuACM/hqdefault.jpg,17,Xact Cybersecurity,638.5335820895523
1196,EKWApCxXsvc,Ransomware: a Quick Overview,https://i.ytimg.com/vi/EKWApCxXsvc/hqdefault.jpg,11,Xact Cybersecurity,638.5335820895523
1197,RfQVo-WQQVY,Why you might want to encrypt your back up data,https://i.ytimg.com/vi/RfQVo-WQQVY/hqdefault.jpg,6,Xact Cybersecurity,638.5335820895523
1198,q7xtD4FF6TI,Navigating the Rise of State Cybersecurity Laws,https://i.ytimg.com/vi/q7xtD4FF6TI/hqdefault.jpg,4,Xact Cybersecurity,638.5335820895523
1199,P5tStUhvyrE,Technical Threats to your business,https://i.ytimg.com/vi/P5tStUhvyrE/hqdefault.jpg,1,Xact Cybersecurity,638.5335820895523
1200,5kuHd7mBNuQ,"TYRO 129 running on 4S, 5S, 6S, and Crash (Build #5)",https://i.ytimg.com/vi/5kuHd7mBNuQ/hqdefault.jpg,13430,Gboni FPV,2316.892156862745
1201,MYsbskhberw,DJI Air Unit Vs Caddx Vista / Two Antennas better than One ???,https://i.ytimg.com/vi/MYsbskhberw/hqdefault.jpg,8151,Gboni FPV,2316.892156862745
1202,K8zqrszmL4k,Toroidal 5inch Prop flight test,https://i.ytimg.com/vi/K8zqrszmL4k/hqdefault.jpg,6112,Gboni FPV,2316.892156862745
1203,EiAyPolLC_U,ExpressLRS : PP Nano mini test range on 5 inch drone,https://i.ytimg.com/vi/EiAyPolLC_U/hqdefault.jpg,4150,Gboni FPV,2316.892156862745
1204,3yh4ZJZJr7E,TBS MAMBO - GIMBALS CALIBRATION,https://i.ytimg.com/vi/3yh4ZJZJr7E/hqdefault.jpg,3715,Gboni FPV,2316.892156862745
1205,DCI1OeLFWUo,"My Most Expensive 5"" Drone Build",https://i.ytimg.com/vi/DCI1OeLFWUo/hqdefault.jpg,2997,Gboni FPV,2316.892156862745
1206,aBlCbbGIpxY,CADDX VISTA Auto Temp Control Setup,https://i.ytimg.com/vi/aBlCbbGIpxY/hqdefault.jpg,2447,Gboni FPV,2316.892156862745
1207,vpngSW75Vrk,"RUSHFPV Mostt Powerfull VIX-MAX SOLO Review, Setup & Flight Test",https://i.ytimg.com/vi/vpngSW75Vrk/hqdefault.jpg,2067,Gboni FPV,2316.892156862745
1208,hhoebDu3xI4,DJI Goggle 2 Backward Compatibility Penetration test,https://i.ytimg.com/vi/hhoebDu3xI4/hqdefault.jpg,1432,Gboni FPV,2316.892156862745
1209,_4BYSdhuVUI,TYRO 129 Evening Flight,https://i.ytimg.com/vi/_4BYSdhuVUI/hqdefault.jpg,1224,Gboni FPV,2316.892156862745
1210,Ou5-UlnPrVM,AOS 5.5 V2 Frame Build Guide,https://i.ytimg.com/vi/Ou5-UlnPrVM/hqdefault.jpg,1134,Gboni FPV,2316.892156862745
1211,lYQEvfxGu6w,TBS MAMBO KICKSTAND MOD,https://i.ytimg.com/vi/lYQEvfxGu6w/hqdefault.jpg,936,Gboni FPV,2316.892156862745
1212,Fxmfvk-QFGc,AIKON GeeK-35CF: My Response to the DJI AVATA,https://i.ytimg.com/vi/Fxmfvk-QFGc/hqdefault.jpg,829,Gboni FPV,2316.892156862745
1213,eJNXfr9wevU,Orqa FPV.One Pilot FOV Doesn't Matter,https://i.ytimg.com/vi/eJNXfr9wevU/hqdefault.jpg,762,Gboni FPV,2316.892156862745
1214,Bgfeq2dv1L0,"FlyfishRC Osprey Antenna "" are  they any good""",https://i.ytimg.com/vi/Bgfeq2dv1L0/hqdefault.jpg,523,Gboni FPV,2316.892156862745
1215,yvcRlL6Daag,Blheli _32.8 any Better than Previous Version,https://i.ytimg.com/vi/yvcRlL6Daag/hqdefault.jpg,427,Gboni FPV,2316.892156862745
1216,34tiUZ0AjTI,FPVCycle 21mm freestyle Motor M3/M5 Prop shaft,https://i.ytimg.com/vi/34tiUZ0AjTI/hqdefault.jpg,333,Gboni FPV,2316.892156862745
1217,OXiSA1OEX7k,100Mhz 5inch Frame,https://i.ytimg.com/vi/OXiSA1OEX7k/hqdefault.jpg,206,Gboni FPV,2316.892156862745
1218,krXRajl3VPs,I run a 4 and 3 Blade Prop on my X8 Freestyle Kwad,https://i.ytimg.com/vi/krXRajl3VPs/hqdefault.jpg,140,Gboni FPV,2316.892156862745
1219,8I9QZdwthHc,A Normal Day For FPV Freestyle Pilot,https://i.ytimg.com/vi/8I9QZdwthHc/hqdefault.jpg,93,Gboni FPV,2316.892156862745
1220,FuKKpd7kxGE,Freemometer: Ikea Dekad + Arduino,https://i.ytimg.com/vi/FuKKpd7kxGE/hqdefault.jpg,44070,Joe Freeman,543.1342281879195
1221,flK6AjBSasM,Multi-node Kubernetes with KIND and Docker Desktop,https://i.ytimg.com/vi/flK6AjBSasM/hqdefault.jpg,2013,Joe Freeman,543.1342281879195
1222,xOUGsYcPwQI,AWS IoT - An overview of the EduKit m5stack Blinky sample that integrates with AWS IoT,https://i.ytimg.com/vi/xOUGsYcPwQI/hqdefault.jpg,678,Joe Freeman,543.1342281879195
1223,zbSbm6AMirA,Pushing Multiple Tags to Docker Hub with Automation Build Hooks,https://i.ytimg.com/vi/zbSbm6AMirA/hqdefault.jpg,346,Joe Freeman,543.1342281879195
1224,yad6tOfkejU,Protect Customers and their data with Tokenization,https://i.ytimg.com/vi/yad6tOfkejU/hqdefault.jpg,261,Joe Freeman,543.1342281879195
1225,qLfiqOiEKPY,Scripted Install of Amazon Voice Services (Alexa) on Raspberry Pi w/ USB Mic and built in Audio,https://i.ytimg.com/vi/qLfiqOiEKPY/hqdefault.jpg,154,Joe Freeman,543.1342281879195
1226,F4jltHjwWhU,Schema on Write - Consumer Driven Schema,https://i.ytimg.com/vi/F4jltHjwWhU/hqdefault.jpg,103,Joe Freeman,543.1342281879195
1227,jKgGh5a5gFA,Network Intrusion Python Time Window Intro,https://i.ytimg.com/vi/jKgGh5a5gFA/hqdefault.jpg,67,Joe Freeman,543.1342281879195
1228,RyTT3Yie0sA,I wish I knew this and that,https://i.ytimg.com/vi/RyTT3Yie0sA/hqdefault.jpg,55,Joe Freeman,543.1342281879195
1229,I2wLiyWg7NY,The Adafruit CircuitPython drivers auto replicates the REPL to the first display you enable Try #2,https://i.ytimg.com/vi/I2wLiyWg7NY/hqdefault.jpg,45,Joe Freeman,543.1342281879195
1230,MXOnKxgLj5Q,Acceptance Criteria The True Definition of Done,https://i.ytimg.com/vi/MXOnKxgLj5Q/hqdefault.jpg,39,Joe Freeman,543.1342281879195
1231,QZSVLdQfrio,"Flutter device Widget wrappers - You'll be wrapping IOS,  Fuchsia, and Material widgets everywhere.",https://i.ytimg.com/vi/QZSVLdQfrio/hqdefault.jpg,34,Joe Freeman,543.1342281879195
1232,52Deq7sOdgs,HTTP controlled LEDs and Relays with MicroPython and an ESP8266,https://i.ytimg.com/vi/52Deq7sOdgs/hqdefault.jpg,29,Joe Freeman,543.1342281879195
1233,5iNa6ob-ZW8,Business Rules - Defined as State based or Transition based?,https://i.ytimg.com/vi/5iNa6ob-ZW8/hqdefault.jpg,24,Joe Freeman,543.1342281879195
1234,OOxFmFeTIms,Using JQuery UI Sliders enrich IoT device generated Test Pages,https://i.ytimg.com/vi/OOxFmFeTIms/hqdefault.jpg,21,Joe Freeman,543.1342281879195
1235,L_sR8MCBVQM,What are we running and how do we know it  - APIs Pt 1,https://i.ytimg.com/vi/L_sR8MCBVQM/hqdefault.jpg,19,Joe Freeman,543.1342281879195
1236,TfCgn6Z7FXE,Intermediaries Direct vs SOA vs Gateways - A greatest strength is a greatest weakness,https://i.ytimg.com/vi/TfCgn6Z7FXE/hqdefault.jpg,16,Joe Freeman,543.1342281879195
1237,Pbk7rm4vJPg,A phone number is more than just data,https://i.ytimg.com/vi/Pbk7rm4vJPg/hqdefault.jpg,12,Joe Freeman,543.1342281879195
1238,npcuWeKnkj0,Recognizing Bug-4-Bug Compatibility,https://i.ytimg.com/vi/npcuWeKnkj0/hqdefault.jpg,10,Joe Freeman,543.1342281879195
1239,fcaM4PXg_34,Compressing IP Addresses for the Nokia 5110 LCD,https://i.ytimg.com/vi/fcaM4PXg_34/hqdefault.jpg,5,Joe Freeman,543.1342281879195
1240,90QCw2xh-IU,AM Transmitter from Junk Parts - Now with 100% more Schematic!,https://i.ytimg.com/vi/90QCw2xh-IU/hqdefault.jpg,9137,Eclec-Tronics,608.8
1241,eI9-m6NqBU4,Philco 71B Part 1: Inspection,https://i.ytimg.com/vi/eI9-m6NqBU4/hqdefault.jpg,2589,Eclec-Tronics,608.8
1242,x7qyO5VTI5Q,Philco 71B Part 2: Repair and testing,https://i.ytimg.com/vi/x7qyO5VTI5Q/hqdefault.jpg,1672,Eclec-Tronics,608.8
1243,PzA62ZkDyps,Motorola VT-71 Repair Part 1 - Bad CRTs?,https://i.ytimg.com/vi/PzA62ZkDyps/hqdefault.jpg,828,Eclec-Tronics,608.8
1244,ufZFRwVqakQ,Cleaning up a Precision Tube Tester !,https://i.ytimg.com/vi/ufZFRwVqakQ/hqdefault.jpg,640,Eclec-Tronics,608.8
1245,vGQYY71aeX4,Philco Jr. (Model 80) Rebuild Part 3- Resistor Replacement and Reception Test,https://i.ytimg.com/vi/vGQYY71aeX4/hqdefault.jpg,444,Eclec-Tronics,608.8
1246,HWRXX7O3Hc8,"Swapmeet Finds and other Junk - August, 2023",https://i.ytimg.com/vi/HWRXX7O3Hc8/hqdefault.jpg,303,Eclec-Tronics,608.8
1247,9FF514LOwkU,Toastmaster Model 1B9 Repair - Part 1,https://i.ytimg.com/vi/9FF514LOwkU/hqdefault.jpg,239,Eclec-Tronics,608.8
1248,w_-P7gydWxI,Completely Discrete (component) Nixie Clock,https://i.ytimg.com/vi/w_-P7gydWxI/hqdefault.jpg,191,Eclec-Tronics,608.8
1249,b3OKX27QIDA,"Shop Update Part 3 - Shelves, Glorious Shelves!",https://i.ytimg.com/vi/b3OKX27QIDA/hqdefault.jpg,169,Eclec-Tronics,608.8
1250,clKn5OKF4HA,RCA 6-XD-5 Repair Part 1,https://i.ytimg.com/vi/clKn5OKF4HA/hqdefault.jpg,153,Eclec-Tronics,608.8
1251,sUoC_WaeZv8,Natalie Kalmus TV Model 421VK: Repair and Testing,https://i.ytimg.com/vi/sUoC_WaeZv8/hqdefault.jpg,116,Eclec-Tronics,608.8
1252,KADwflrJEMw,Colonial Model 604 Radio Repair - Part 1,https://i.ytimg.com/vi/KADwflrJEMw/hqdefault.jpg,92,Eclec-Tronics,608.8
1253,6kad_-E5KgM,Shop Update Part 2 - Wall Boards Finished!,https://i.ytimg.com/vi/6kad_-E5KgM/hqdefault.jpg,86,Eclec-Tronics,608.8
1254,WL34BMpzHxE,RCA 6-XD-5 Repair Part 2,https://i.ytimg.com/vi/WL34BMpzHxE/hqdefault.jpg,82,Eclec-Tronics,608.8
1255,KlWvqgy5Gfo,Sheffield 40B Trial Run - Exposed cylinder head,https://i.ytimg.com/vi/KlWvqgy5Gfo/hqdefault.jpg,63,Eclec-Tronics,608.8
1256,qBhxus2Y1EI,RCA 6-XD-5 Finished,https://i.ytimg.com/vi/qBhxus2Y1EI/hqdefault.jpg,57,Eclec-Tronics,608.8
1257,hSLCTp023h0,Firestone 4-A-27 Part 1: Recap and test,https://i.ytimg.com/vi/hSLCTp023h0/hqdefault.jpg,38,Eclec-Tronics,608.8
1258,YsWX5RLLXFo,Airline AA5 Part 3: Cabinet Repair,https://i.ytimg.com/vi/YsWX5RLLXFo/hqdefault.jpg,28,Eclec-Tronics,608.8
1259,_J-vqBQeSOw,Car Run 1,https://i.ytimg.com/vi/_J-vqBQeSOw/hqdefault.jpg,14,Eclec-Tronics,608.8
1260,1bBrPAe9biU,Samsung S23 Plus: Insane Upgrade!,https://i.ytimg.com/vi/1bBrPAe9biU/hqdefault.jpg,19677,Bruce Johnson,3301.6
1261,ALQIva9LjCM,Tab S7 Plus: Unboxing Review,https://i.ytimg.com/vi/ALQIva9LjCM/hqdefault.jpg,13976,Bruce Johnson,3301.6
1262,OfRGKINRHs4,Kamvas 22 Plus - My Thoughts,https://i.ytimg.com/vi/OfRGKINRHs4/hqdefault.jpg,11814,Bruce Johnson,3301.6
1263,lqGcVTvVQ_0,Wacom Cintiq 22 - Entry Level Powerhouse,https://i.ytimg.com/vi/lqGcVTvVQ_0/hqdefault.jpg,5671,Bruce Johnson,3301.6
1264,ClgBEHuNtT4,Galaxy S20 Plus - Unboxing,https://i.ytimg.com/vi/ClgBEHuNtT4/hqdefault.jpg,4755,Bruce Johnson,3301.6
1265,qbuIJA16eyM,The JBL Flip Literally Blew Me Away!,https://i.ytimg.com/vi/qbuIJA16eyM/hqdefault.jpg,3191,Bruce Johnson,3301.6
1266,Mma7yC0Q1Q4,He didn't want whiskas #shorts #catsofyoutube #youtubeshorts #dogsofyoutube #viralvideo,https://i.ytimg.com/vi/Mma7yC0Q1Q4/hqdefault.jpg,2667,Bruce Johnson,3301.6
1267,uYutf-XleL8,Get Fit With The Galaxy Active 2,https://i.ytimg.com/vi/uYutf-XleL8/hqdefault.jpg,2152,Bruce Johnson,3301.6
1268,JgS8jh08QHs,What's going on here? #shorts #youtubeshorts #viralvideo #viral #funnyvideo,https://i.ytimg.com/vi/JgS8jh08QHs/hqdefault.jpg,2087,Bruce Johnson,3301.6
1269,1jndo_dAHb0,Galaxy Buds Live: The Ultimate Audio Experience,https://i.ytimg.com/vi/1jndo_dAHb0/hqdefault.jpg,1712,Bruce Johnson,3301.6
1270,GgvFxDGTSGM,Dog VS Hoover #shortsclip #dogsofyoutube #doggo #cutedog #youtubeshorts #viraldogsvideos #shorts,https://i.ytimg.com/vi/GgvFxDGTSGM/hqdefault.jpg,1693,Bruce Johnson,3301.6
1271,NdqZwKY4-S4,Have Some Art #youtubeshorts #art #artist #abstractart #shorts #creative #viralvideos,https://i.ytimg.com/vi/NdqZwKY4-S4/hqdefault.jpg,1394,Bruce Johnson,3301.6
1272,rB-R-H6b3SI,Vax Carpet Cleaner: Perfect For Pet Parents,https://i.ytimg.com/vi/rB-R-H6b3SI/hqdefault.jpg,1152,Bruce Johnson,3301.6
1273,faZMjnanBDo,Amazon Echo 4th Generation: Superb Sound Experience,https://i.ytimg.com/vi/faZMjnanBDo/hqdefault.jpg,1007,Bruce Johnson,3301.6
1274,9PSR_LNIu6E,Tile Stickers: An Easy Way To Renew Boring Tiles,https://i.ytimg.com/vi/9PSR_LNIu6E/hqdefault.jpg,694,Bruce Johnson,3301.6
1275,WHiCkBCx960,Best Water Flosser: Waterpik Review,https://i.ytimg.com/vi/WHiCkBCx960/hqdefault.jpg,592,Bruce Johnson,3301.6
1276,4BNdN7wW6jE,Carpet Treads - Anti Slip Easy Install,https://i.ytimg.com/vi/4BNdN7wW6jE/hqdefault.jpg,379,Bruce Johnson,3301.6
1277,QbGJ2LYgTiE,Painting A Pier Bench,https://i.ytimg.com/vi/QbGJ2LYgTiE/hqdefault.jpg,287,Bruce Johnson,3301.6
1278,U4UycYXHbi0,Window Net Tutorial: Keep Bugs Out,https://i.ytimg.com/vi/U4UycYXHbi0/hqdefault.jpg,112,Bruce Johnson,3301.6
1279,EwGpib2SJXU,Meet Bex! #shotonsamsung #dog #youtubeshorts #shortsclip #shorts #shitsu #doggo,https://i.ytimg.com/vi/EwGpib2SJXU/hqdefault.jpg,43,Bruce Johnson,3301.6
1280,biiwfJHZv98,how to insert sim and sd in blackview phone,https://i.ytimg.com/vi/biiwfJHZv98/hqdefault.jpg,31704,Hyping Tech,369.97292418772565
1281,nZ2I0XR51wI,g shock mudmaster alternative ohsen watch,https://i.ytimg.com/vi/nZ2I0XR51wI/hqdefault.jpg,1486,Hyping Tech,369.97292418772565
1282,fTWGNHdFjtw,chat got in the way,https://i.ytimg.com/vi/fTWGNHdFjtw/hqdefault.jpg,752,Hyping Tech,369.97292418772565
1283,E-fSfYdMFQ0,How to make your 250D into a live streaming camera,https://i.ytimg.com/vi/E-fSfYdMFQ0/hqdefault.jpg,438,Hyping Tech,369.97292418772565
1284,GQDj9Bajnuo,Live Duck #duckrace #tiktoklive #fatherson #dadsoftiktok #sonsoftiktok,https://i.ytimg.com/vi/GQDj9Bajnuo/hqdefault.jpg,254,Hyping Tech,369.97292418772565
1285,JF5Qpn4g4_8,Playing mario,https://i.ytimg.com/vi/JF5Qpn4g4_8/hqdefault.jpg,143,Hyping Tech,369.97292418772565
1286,lU1XWHe1wOg,blind test headphones,https://i.ytimg.com/vi/lU1XWHe1wOg/hqdefault.jpg,95,Hyping Tech,369.97292418772565
1287,9EfoZ2T0jSs,Tesla Price Hikes and Best Handheld Gaming Devices,https://i.ytimg.com/vi/9EfoZ2T0jSs/hqdefault.jpg,58,Hyping Tech,369.97292418772565
1288,AzBtyEjWeyM,Bendeo veno,https://i.ytimg.com/vi/AzBtyEjWeyM/hqdefault.jpg,39,Hyping Tech,369.97292418772565
1289,7qUQ9NcmYuY,MOST Popular Vegetables Snacks? - Lets try some,https://i.ytimg.com/vi/7qUQ9NcmYuY/hqdefault.jpg,28,Hyping Tech,369.97292418772565
1290,PEeAn0zAteU,Chess.com,https://i.ytimg.com/vi/PEeAn0zAteU/hqdefault.jpg,21,Hyping Tech,369.97292418772565
1291,s2JQqpFmHac,Fidget Toys and Sensory Items - HypingTech.com Podcast 001,https://i.ytimg.com/vi/s2JQqpFmHac/hqdefault.jpg,17,Hyping Tech,369.97292418772565
1292,zuJXB0kQvAY,Fancy Flute Glasses from Poundland and Morissons,https://i.ytimg.com/vi/zuJXB0kQvAY/hqdefault.jpg,14,Hyping Tech,369.97292418772565
1293,ZI0vnMezV-g,top android smartphones huawei,https://i.ytimg.com/vi/ZI0vnMezV-g/hqdefault.jpg,12,Hyping Tech,369.97292418772565
1294,nG7EYifJGCU,Music face mask do you need it? Quick review,https://i.ytimg.com/vi/nG7EYifJGCU/hqdefault.jpg,10,Hyping Tech,369.97292418772565
1295,LQ7qLtJ2a6o,i7 rog laptop video 2,https://i.ytimg.com/vi/LQ7qLtJ2a6o/hqdefault.jpg,9,Hyping Tech,369.97292418772565
1296,vUAG4vEup0g,Tiktok Quiz q7,https://i.ytimg.com/vi/vUAG4vEup0g/hqdefault.jpg,7,Hyping Tech,369.97292418772565
1297,M9N1AswUcOA,Do you need to get Microsoft office,https://i.ytimg.com/vi/M9N1AswUcOA/hqdefault.jpg,6,Hyping Tech,369.97292418772565
1298,qKLKOnGnPMU,Power your camera for hours Canon Powershot camera,https://i.ytimg.com/vi/qKLKOnGnPMU/hqdefault.jpg,4,Hyping Tech,369.97292418772565
1299,xiqP1gp38uQ,andoer rechargable light,https://i.ytimg.com/vi/xiqP1gp38uQ/hqdefault.jpg,1,Hyping Tech,369.97292418772565
1300,nlaQ28E31aE,Deep Ripping Demo Day - Ouyen 2019,https://i.ytimg.com/vi/nlaQ28E31aE/hqdefault.jpg,31245,Mallee Sustainable Farming,685.6433566433567
1301,ePZjSPCixIw,Deep Ripping Machines in Action - Ouyen 2019,https://i.ytimg.com/vi/ePZjSPCixIw/hqdefault.jpg,3732,Mallee Sustainable Farming,685.6433566433567
1302,LYnEk5wBjww,Deep Ripping SA Mallee Trial Summary 2021 | Mallee Sustainable Farming & SA Grain Industry Trust,https://i.ytimg.com/vi/LYnEk5wBjww/hqdefault.jpg,615,Mallee Sustainable Farming,685.6433566433567
1303,TuI1Y_d1bl4,"Mallee Farmer Case Study: Darryl Summerton, Pinnaroo SA (September 2020)",https://i.ytimg.com/vi/TuI1Y_d1bl4/hqdefault.jpg,387,Mallee Sustainable Farming,685.6433566433567
1304,JdTsrqaXntk,LOCKDOWN LOWDOWN: Getting a good result out of nitrogen management,https://i.ytimg.com/vi/JdTsrqaXntk/hqdefault.jpg,278,Mallee Sustainable Farming,685.6433566433567
1305,T_Luvty7I84,T2 - Alternative chisel tine technology 1,https://i.ytimg.com/vi/T_Luvty7I84/hqdefault.jpg,237,Mallee Sustainable Farming,685.6433566433567
1306,xLK2cPonC4U,Introduction To MSF,https://i.ytimg.com/vi/xLK2cPonC4U/hqdefault.jpg,181,Mallee Sustainable Farming,685.6433566433567
1307,6BTidYXAApU,Comparing Break Crop Performance in the SA Mallee,https://i.ytimg.com/vi/6BTidYXAApU/hqdefault.jpg,146,Mallee Sustainable Farming,685.6433566433567
1308,nc1-6E4VmmQ,Managing erosion in successive drought years in Western NSW - Peter Baird & Ben Pollard.,https://i.ytimg.com/vi/nc1-6E4VmmQ/hqdefault.jpg,127,Mallee Sustainable Farming,685.6433566433567
1309,jrPGVaAEbVE,MSF's 2020 Highlights,https://i.ytimg.com/vi/jrPGVaAEbVE/hqdefault.jpg,105,Mallee Sustainable Farming,685.6433566433567
1310,VNd8T4F2tz4,"RIVERLAND MALLEE MESONET NETWORK | Explainer Video with Meteorologist, Warwick Grace",https://i.ytimg.com/vi/VNd8T4F2tz4/hqdefault.jpg,93,Mallee Sustainable Farming,685.6433566433567
1311,BHdNczj5SkE,National Ag Day 2020,https://i.ytimg.com/vi/BHdNczj5SkE/hqdefault.jpg,83,Mallee Sustainable Farming,685.6433566433567
1312,NkM_4MmJJM4,Bringing a severe seep back into production,https://i.ytimg.com/vi/NkM_4MmJJM4/hqdefault.jpg,70,Mallee Sustainable Farming,685.6433566433567
1313,LbJNcV_xflI,Ouyen DAFF Carbon Trial Time Lapse,https://i.ytimg.com/vi/LbJNcV_xflI/hqdefault.jpg,64,Mallee Sustainable Farming,685.6433566433567
1314,fgLWaEayNY8,"Dune Seepage Research Trials - Speed, Victoria",https://i.ytimg.com/vi/fgLWaEayNY8/hqdefault.jpg,54,Mallee Sustainable Farming,685.6433566433567
1315,JeojNk0AK3U,Sophie Hemley from LLS NSW talks Animal Health issues from the wet and grazing stubbles.,https://i.ytimg.com/vi/JeojNk0AK3U/hqdefault.jpg,43,Mallee Sustainable Farming,685.6433566433567
1316,vPJwn_Kdf38,How to identify dry saline land,https://i.ytimg.com/vi/vPJwn_Kdf38/hqdefault.jpg,35,Mallee Sustainable Farming,685.6433566433567
1317,x9nyInVYIwQ,Murdoch Pulse Lockdown Lowdown,https://i.ytimg.com/vi/x9nyInVYIwQ/hqdefault.jpg,28,Mallee Sustainable Farming,685.6433566433567
1318,UPLlHKACt_0,Chris McDonough Livestreams during Alawoona saline land event,https://i.ytimg.com/vi/UPLlHKACt_0/hqdefault.jpg,15,Mallee Sustainable Farming,685.6433566433567
1319,8yJAEgN_PAU,Kerribee Core Site 2011,https://i.ytimg.com/vi/8yJAEgN_PAU/hqdefault.jpg,7,Mallee Sustainable Farming,685.6433566433567
1320,db5hzG0dlfc,Fairbanks Seeds Lettuce Iceberg - Ice Wave,https://i.ytimg.com/vi/db5hzG0dlfc/hqdefault.jpg,11132,Fairbanks Seeds,551.7127659574468
1321,aNjoOja4QhE,Fairbanks Seeds - Baby Leaf chard Indie,https://i.ytimg.com/vi/aNjoOja4QhE/hqdefault.jpg,3672,Fairbanks Seeds,551.7127659574468
1322,gak0GI2vCjs,Fairbanks Seeds - Baby Leaf Lettuce Mesclita,https://i.ytimg.com/vi/gak0GI2vCjs/hqdefault.jpg,830,Fairbanks Seeds,551.7127659574468
1323,1xsQWZzLGDQ,"Fairbanks Seeds - Kilakin F1, Hybrid Chinese Cabbage",https://i.ytimg.com/vi/1xsQWZzLGDQ/hqdefault.jpg,412,Fairbanks Seeds,551.7127659574468
1324,PLNP1n8YXVo,Fairbanks Seeds - Prodigio Multileaf Lettuce,https://i.ytimg.com/vi/PLNP1n8YXVo/hqdefault.jpg,273,Fairbanks Seeds,551.7127659574468
1325,yfnSqhlhjao,Fairbanks Seeds - El Furio F1 Spinach,https://i.ytimg.com/vi/yfnSqhlhjao/hqdefault.jpg,218,Fairbanks Seeds,551.7127659574468
1326,g-y1xNT4Ukc,"Fairbanks Seeds - McLaren Broccoli, Clubroot resistance variety",https://i.ytimg.com/vi/g-y1xNT4Ukc/hqdefault.jpg,188,Fairbanks Seeds,551.7127659574468
1327,GYsfiEDmp-M,Fairbanks Seeds - Spinach Pungi F1,https://i.ytimg.com/vi/GYsfiEDmp-M/hqdefault.jpg,172,Fairbanks Seeds,551.7127659574468
1328,YybkSQiLSPw,Fairbanks Seeds - Bunching Kale Review,https://i.ytimg.com/vi/YybkSQiLSPw/hqdefault.jpg,138,Fairbanks Seeds,551.7127659574468
1329,CikfG46XoEY,Fairbanks Seeds - Baby Leaf hybrid chard Locky F1,https://i.ytimg.com/vi/CikfG46XoEY/hqdefault.jpg,128,Fairbanks Seeds,551.7127659574468
1330,_w3i11mmr94,Fairbanks Seeds - Annisole Lettuce,https://i.ytimg.com/vi/_w3i11mmr94/hqdefault.jpg,96,Fairbanks Seeds,551.7127659574468
1331,_nUbjG90rgc,Fairbanks Radish Crop Focus,https://i.ytimg.com/vi/_nUbjG90rgc/hqdefault.jpg,87,Fairbanks Seeds,551.7127659574468
1332,V1tlHLeaO0U,Fairbanks Seeds - Hybrid Radish Red Planet F1,https://i.ytimg.com/vi/V1tlHLeaO0U/hqdefault.jpg,70,Fairbanks Seeds,551.7127659574468
